source_state,target_state,indicator,lead_quarters,correlation,observations
ND,NV,coincident,1,-0.45684430899295564,39
SC,FL,coincident,1,-0.4566157411106444,39
IL,VT,coincident,1,-0.4566104734151674,39
VT,GA,coincident,1,-0.45658365599077305,39
WI,IA,coincident,1,-0.45651630970524665,39
NM,PA,coincident,1,-0.45637741591489556,39
OK,MN,coincident,1,-0.4561227030842842,39
GA,IA,coincident,1,-0.45609325280693797,39
OH,ME,coincident,1,-0.45606993993249323,39
UT,RI,coincident,1,-0.4560480685624525,39
LA,NV,coincident,1,-0.45598267541360055,39
NC,MN,coincident,1,-0.4559792358507298,39
ID,NE,coincident,1,-0.4557320397575438,39
ID,TX,coincident,1,-0.4549328771240833,39
MA,IL,coincident,1,-0.4546517888317675,39
ID,KS,coincident,1,-0.4541993978018843,39
ME,MD,coincident,1,-0.4541261124330478,39
NH,NH,coincident,1,-0.4539836364852476,39
OK,IL,coincident,1,-0.45395684337997777,39
ME,IL,coincident,1,-0.453925185995731,39
CA,NJ,coincident,1,-0.4538847726903593,39
KS,IL,coincident,1,-0.45379066627342834,39
MD,OR,coincident,1,-0.45367420576466794,39
OH,MT,coincident,1,-0.4535066812601488,39
VT,CA,coincident,1,-0.4534828694181291,39
CO,OK,coincident,1,-0.4532513708083362,39
MT,OR,coincident,1,-0.45324754659873856,39
IL,PA,coincident,1,-0.45305598997296737,39
SC,RI,coincident,1,-0.4528710100806773,39
LA,NY,coincident,1,-0.45280970977551954,39
NC,IA,coincident,1,-0.45276138533841725,39
MT,CO,coincident,1,-0.45271714063237306,39
TX,NE,coincident,1,-0.45264287084777216,39
LA,MD,coincident,1,-0.45227958333316715,39
PA,NE,coincident,1,-0.4521680330677559,39
GA,MD,coincident,1,-0.45190710563349257,39
UT,NJ,coincident,1,-0.4518507280854424,39
MO,CO,coincident,1,-0.45174736358410283,39
MO,NE,coincident,1,-0.4515668463246416,39
OH,RI,coincident,1,-0.45153648106014965,39
TX,FL,coincident,1,-0.4514782632093334,39
NJ,IA,coincident,1,-0.4513352173069539,39
GA,TX,coincident,1,-0.45126992343179895,39
NJ,NE,coincident,1,-0.45110381630675817,39
SC,ME,coincident,1,-0.4508837435241373,39
TN,VA,coincident,1,-0.4506374384350124,39
IA,IA,coincident,1,-0.45043863114782484,39
MN,IL,coincident,1,-0.4503009991784757,39
VA,VA,coincident,1,-0.4502351624212458,39
VT,RI,coincident,1,-0.45022217694700273,39
NH,VA,coincident,1,-0.45018581524420787,39
OR,MA,coincident,1,-0.45014766396548606,39
IA,SD,coincident,1,-0.45005397048516094,39
OH,AZ,coincident,1,-0.4500476598213146,39
MS,MT,coincident,1,-0.44999832042791366,39
GA,MN,coincident,1,-0.44996700111954674,39
AZ,VA,coincident,1,-0.44995930835545905,39
PA,NY,coincident,1,-0.4499443553322474,39
AR,OR,coincident,1,-0.4494228597476404,39
DE,WI,coincident,1,-0.4493015939738528,39
IA,MN,coincident,1,-0.4491922408023005,39
MN,NE,coincident,1,-0.44905899362258606,39
CO,NE,coincident,1,-0.4489961249379659,39
NC,KS,coincident,1,-0.44894147090030845,39
RI,VA,coincident,1,-0.4489214565587532,39
ME,NY,coincident,1,-0.4488606916516589,39
DE,VT,coincident,1,-0.4488188374970902,39
PA,IL,coincident,1,-0.44875895901840207,39
KS,NE,coincident,1,-0.44873532728951016,39
SD,MN,coincident,1,-0.4486921935901821,39
MA,CO,coincident,1,-0.4486296671831511,39
ID,SD,coincident,1,-0.44859921172809136,39
TN,OK,coincident,1,-0.448315345108598,39
ND,NY,coincident,1,-0.44815899079409754,39
VT,MD,coincident,1,-0.4480639818945801,39
ND,MN,coincident,1,-0.4480476039494977,39
RI,OK,coincident,1,-0.4479450318199663,39
CA,RI,coincident,1,-0.44792082369364544,39
FL,GA,coincident,1,-0.4475956575440856,39
KS,KS,coincident,1,-0.4475940783034862,39
MS,NJ,coincident,1,-0.44751303965439604,39
MO,MD,coincident,1,-0.44741048226901625,39
NC,TX,coincident,1,-0.4472049825891678,39
OK,KS,coincident,1,-0.4471582130570273,39
AR,OK,coincident,1,-0.4470319433522353,39
PA,CO,coincident,1,-0.44695938646019395,39
CO,SD,coincident,1,-0.4469285224684066,39
ME,OK,coincident,1,-0.4469276375730104,39
DE,FL,coincident,1,-0.44688649172234063,39
CA,SD,coincident,1,-0.4467804308772795,39
AL,IN,coincident,1,-0.4466978826048938,39
MA,TX,coincident,1,-0.4466577701827509,39
ME,VA,coincident,1,-0.4465298155738038,39
MO,GA,coincident,1,-0.44629917080029047,39
ID,MN,coincident,1,-0.4461071635937862,39
MS,NV,coincident,1,-0.4460107029371161,39
GA,UT,coincident,1,-0.44597273425179274,39
VT,AZ,coincident,1,-0.4459435276081596,39
VA,NY,coincident,1,-0.44591487441949657,39
CO,TX,coincident,1,-0.4458146514079593,39
DE,PA,coincident,1,-0.44572575166706424,39
LA,NE,coincident,1,-0.44539259719843177,39
RI,MA,coincident,1,-0.44538073737215506,39
NJ,NY,coincident,1,-0.4453737575823352,39
IN,TN,coincident,1,-0.4452952527537307,39
NM,UT,coincident,1,-0.4451548656137594,39
UT,FL,coincident,1,-0.4451388809364468,39
KS,MA,coincident,1,-0.44512797759144435,39
FL,NH,coincident,1,-0.4450791548384975,39
PA,MA,coincident,1,-0.444837877813692,39
WI,MA,coincident,1,-0.4447094995562071,39
NM,NH,coincident,1,-0.4444923180113559,39
MA,KS,coincident,1,-0.4444812646703324,39
OR,DE,coincident,1,-0.4444456657054541,39
UT,NH,coincident,1,-0.44428122194140673,39
IL,MO,coincident,1,-0.4441346812595546,39
ND,MA,coincident,1,-0.4440438966311807,39
NJ,SD,coincident,1,-0.44402741851243444,39
MN,KS,coincident,1,-0.4437322968797115,39
MI,NJ,coincident,1,-0.4436756656264831,39
VT,OK,coincident,1,-0.443658884163182,39
AL,AR,coincident,1,-0.44345587010966064,39
OH,NH,coincident,1,-0.44332034746323534,39
OK,CO,coincident,1,-0.443124849625158,39
IA,NE,coincident,1,-0.44306526140946717,39
DE,MT,coincident,1,-0.4429565984091901,39
OK,MA,coincident,1,-0.44274433558900445,39
SD,TX,coincident,1,-0.4426664250082259,39
CA,NH,coincident,1,-0.44257623409051466,39
VT,NV,coincident,1,-0.4425671216128574,39
WV,MI,coincident,1,-0.44235076692845016,39
ND,IL,coincident,1,-0.4423456343361888,39
VT,NH,coincident,1,-0.44209859632222726,39
SD,MA,coincident,1,-0.4420070728878348,39
OH,NJ,coincident,1,-0.44192453687150574,39
MA,SD,coincident,1,-0.44187617674489515,39
MA,NE,coincident,1,-0.4414938781258708,39
KS,SD,coincident,1,-0.4414836562380163,39
TN,NY,coincident,1,-0.4413016943303091,39
AZ,NE,coincident,1,-0.44129650832277606,39
AL,ID,coincident,1,-0.4412202779304778,39
NH,CO,coincident,1,-0.4411994722552791,39
NM,WV,coincident,1,-0.44119880912223586,39
NJ,TX,coincident,1,-0.44096801158098964,39
CO,MN,coincident,1,-0.4407183562260504,39
WY,WA,coincident,1,-0.44060164646401073,39
SD,SD,coincident,1,-0.44049179497545027,39
GA,IL,coincident,1,-0.4404726687087066,39
NJ,KS,coincident,1,-0.4404507931464335,39
VA,MD,coincident,1,-0.44041071327746223,39
TN,NE,coincident,1,-0.4402974281350522,39
IN,FL,coincident,1,-0.4401140314648677,39
MI,MO,coincident,1,-0.4399154754132961,39
TX,GA,coincident,1,-0.43978872408130154,39
AR,KS,coincident,1,-0.43971115640169195,39
MN,TX,coincident,1,-0.4396496743614206,39
TX,MD,coincident,1,-0.4395849677652111,39
LA,IA,coincident,1,-0.43945517654226973,39
MO,TX,coincident,1,-0.4392786633861297,39
NM,RI,coincident,1,-0.4392780077663619,39
KS,MN,coincident,1,-0.4392382360804559,39
AZ,MD,coincident,1,-0.43922402882523587,39
OK,NY,coincident,1,-0.4391462536200279,39
IN,MO,coincident,1,-0.4391247405119252,39
OH,GA,coincident,1,-0.43907584738151156,39
MO,NY,coincident,1,-0.4390518805798723,39
CA,MD,coincident,1,-0.4389202470254352,39
NC,OR,coincident,1,-0.43881734368225267,39
PA,MN,coincident,1,-0.43876649802972423,39
IL,MT,coincident,1,-0.43870323347062823,39
FL,MD,coincident,1,-0.4386909940095403,39
AZ,MN,coincident,1,-0.43868644312930366,39
CO,NY,coincident,1,-0.43863497587076394,39
OK,OK,coincident,1,-0.4386290953005435,39
MO,IL,coincident,1,-0.4385044410418036,39
MA,MN,coincident,1,-0.4383818156648323,39
TN,DE,coincident,1,-0.43818099235041535,39
AL,VT,coincident,1,-0.4380352377055369,39
RI,MD,coincident,1,-0.4379561048031134,39
DE,TN,coincident,1,-0.4379226270836688,39
UT,CA,coincident,1,-0.43774351607513495,39
AZ,IA,coincident,1,-0.43772151118294134,39
WI,OR,coincident,1,-0.43765446134382846,39
PA,OK,coincident,1,-0.4376344021047333,39
CO,OR,coincident,1,-0.43758691664209565,39
RI,KS,coincident,1,-0.4374909803939034,39
NH,IL,coincident,1,-0.4373961638668586,39
ND,KS,coincident,1,-0.4370052200737773,39
MA,MA,coincident,1,-0.4369998393777683,39
TN,CO,coincident,1,-0.43666244340136534,39
IA,KS,coincident,1,-0.4366498118870957,39
OH,CA,coincident,1,-0.4365825564083156,39
SC,NH,coincident,1,-0.43650384161294,39
OR,NY,coincident,1,-0.43644603634390244,39
WV,AL,coincident,1,-0.4363300394145402,39
ID,IA,coincident,1,-0.43615366180974385,39
MI,GA,coincident,1,-0.43605292281135954,39
WV,WA,coincident,1,-0.4358536168080798,39
OR,UT,coincident,1,-0.43583048299368354,39
KS,TX,coincident,1,-0.43520451230490864,39
TX,NV,coincident,1,-0.43510564071719027,39
ME,CO,coincident,1,-0.43505090820702325,39
LA,MN,coincident,1,-0.43476505333359433,39
ME,IA,coincident,1,-0.4347439933716093,39
AL,NC,coincident,1,-0.43451058906360185,39
NC,UT,coincident,1,-0.43438038203556456,39
MO,IA,coincident,1,-0.43434142829774464,39
VA,KS,coincident,1,-0.43429802526476485,39
MI,MT,coincident,1,-0.43412008894473225,39
IN,RI,coincident,1,-0.4341000499111723,39
MS,SD,coincident,1,-0.43405115825594015,39
GA,CO,coincident,1,-0.433511191925095,39
TN,MN,coincident,1,-0.43345412358217106,39
SD,NE,coincident,1,-0.43318457147171946,39
NM,NJ,coincident,1,-0.4330865322928968,39
ND,OR,coincident,1,-0.4328763115676165,39
VA,MA,coincident,1,-0.4327974744028251,39
MN,MA,coincident,1,-0.4325537502207367,39
RI,SD,coincident,1,-0.4323535597822965,39
MI,CA,coincident,1,-0.4322619107140831,39
VA,OK,coincident,1,-0.4320097255361781,39
OR,KS,coincident,1,-0.43200722007786146,39
SC,CA,coincident,1,-0.4319583283941055,39
ID,DE,coincident,1,-0.431775390305353,39
MI,ME,coincident,1,-0.431499616469495,39
CA,IA,coincident,1,-0.43145384695341854,39
MI,AZ,coincident,1,-0.43140805245739294,39
IA,OR,coincident,1,-0.43126566900816876,39
KS,DE,coincident,1,-0.4312532196094307,39
CO,MA,coincident,1,-0.4312293787079767,39
VT,IA,coincident,1,-0.4311298710271249,39
TN,IL,coincident,1,-0.43057810507774746,39
MO,MA,coincident,1,-0.4304467088962086,39
SD,OR,coincident,1,-0.43042478878727336,39
IL,FL,coincident,1,-0.4303847015402381,39
NH,NE,coincident,1,-0.43030389687352233,39
ME,KS,coincident,1,-0.43024694565477395,39
FL,NV,coincident,1,-0.4301430916929152,39
UT,OK,coincident,1,-0.4300359685095429,39
NH,NY,coincident,1,-0.43003246638239107,39
DE,MO,coincident,1,-0.4300323650019572,39
MI,MD,coincident,1,-0.42990616831759265,39
NM,MD,coincident,1,-0.42987318689033416,39
IN,MT,coincident,1,-0.42980800570288946,39
AZ,IL,coincident,1,-0.4297152892547782,39
NH,KS,coincident,1,-0.42968471124617624,39
AL,OH,coincident,1,-0.4296540060946585,39
CA,NE,coincident,1,-0.4296473142226635,39
VA,MN,coincident,1,-0.42961495256398174,39
FL,SD,coincident,1,-0.42941445873843553,39
IL,ME,coincident,1,-0.4291912653857423,39
IN,AZ,coincident,1,-0.42872286838404944,39
TX,VA,coincident,1,-0.42858423397768747,39
MN,MN,coincident,1,-0.42849844708747925,39
CA,GA,coincident,1,-0.4284746714232155,39
MO,KS,coincident,1,-0.428095348916229,39
PA,OR,coincident,1,-0.4279147198596028,39
DE,RI,coincident,1,-0.42759563747864265,39
AZ,TX,coincident,1,-0.4274848982448307,39
FL,NE,coincident,1,-0.4274450862340164,39
NH,SD,coincident,1,-0.42730372276657225,39
TN,MA,coincident,1,-0.42720423041347655,39
ID,MA,coincident,1,-0.42719759698553794,39
OH,NV,coincident,1,-0.4271042930092909,39
NJ,MN,coincident,1,-0.4270458060922776,39
VA,IL,coincident,1,-0.4268897957168815,39
WY,TN,coincident,1,-0.4268323047871626,39
MA,OR,coincident,1,-0.42655202889397154,39
WV,SC,coincident,1,-0.4264638394056186,39
VT,IL,coincident,1,-0.42638275217228994,39
DE,NH,coincident,1,-0.426165858471166,39
NJ,OR,coincident,1,-0.42569233178446203,39
MS,GA,coincident,1,-0.4254191081429852,39
MA,DE,coincident,1,-0.42538245449644063,39
VT,VA,coincident,1,-0.42507192775639363,39
AZ,MA,coincident,1,-0.4247710066911448,39
CA,OK,coincident,1,-0.4247433271530918,39
LA,UT,coincident,1,-0.4245986452515978,39
IN,ME,coincident,1,-0.4244513274359256,39
ND,OK,coincident,1,-0.4241385409271566,39
VA,CO,coincident,1,-0.4241230003526033,39
ID,OR,coincident,1,-0.4239005672325621,39
IN,NJ,coincident,1,-0.4238831203806292,39
PA,UT,coincident,1,-0.42374632842577975,39
CA,VA,coincident,1,-0.4237299221038604,39
SC,MD,coincident,1,-0.4236981537407339,39
SC,GA,coincident,1,-0.4236549789893042,39
TN,TX,coincident,1,-0.4236009388265671,39
NH,DE,coincident,1,-0.423536294850388,39
NY,DE,coincident,1,-0.42312990701763914,39
MI,OK,coincident,1,-0.4230381404774068,39
MN,OR,coincident,1,-0.42292535311664214,39
LA,MA,coincident,1,-0.4228756348646447,39
CA,NV,coincident,1,-0.4228390137457606,39
MO,DE,coincident,1,-0.4228244279512028,39
AZ,CO,coincident,1,-0.4226048638993215,39
WY,OH,coincident,1,-0.4225935339860636,39
TN,MD,coincident,1,-0.42251320665678715,39
ND,UT,coincident,1,-0.4224224788648878,39
WV,KY,coincident,1,-0.4224175936727048,39
IL,NJ,coincident,1,-0.42235301405479353,39
PA,KS,coincident,1,-0.4222935078027908,39
IL,AZ,coincident,1,-0.42225220821110354,39
RI,IL,coincident,1,-0.42213868874572025,39
ME,TX,coincident,1,-0.4221042971493287,39
FL,VA,coincident,1,-0.42189756915871435,39
NH,TX,coincident,1,-0.42183002044295814,39
OK,OR,coincident,1,-0.42182315733134196,39
MO,MN,coincident,1,-0.42163529717963083,39
ME,MA,coincident,1,-0.4215919602019192,39
NH,MN,coincident,1,-0.4213045603232876,39
UT,SD,coincident,1,-0.4206768213643143,39
ID,NM,coincident,1,-0.4204457793980745,39
NM,VA,coincident,1,-0.4203657743502243,39
AL,WI,coincident,1,-0.4202738504951183,39
TX,UT,coincident,1,-0.4202716305549017,39
MA,IA,coincident,1,-0.420241486605299,39
MN,IA,coincident,1,-0.4202143462343404,39
DE,AZ,coincident,1,-0.4199112268063817,39
VA,IA,coincident,1,-0.4198787204481322,39
WY,NC,coincident,1,-0.4196821781629781,39
CO,UT,coincident,1,-0.41930661038096073,39
NJ,DE,coincident,1,-0.4192403693664317,39
ME,OR,coincident,1,-0.4191483250179081,39
LA,IL,coincident,1,-0.418995446730478,39
MI,NV,coincident,1,-0.41863540011114486,39
OR,OR,coincident,1,-0.41862512495996224,39
MI,RI,coincident,1,-0.4185360443831677,39
LA,OR,coincident,1,-0.4181363515634548,39
MN,DE,coincident,1,-0.4179420074239072,39
DE,ME,coincident,1,-0.417838412216546,39
VA,TX,coincident,1,-0.41751736949721646,39
TX,MN,coincident,1,-0.4174702046692156,39
ND,CO,coincident,1,-0.41730732227858314,39
IA,NM,coincident,1,-0.41723913479626323,39
RI,CO,coincident,1,-0.41714618432807204,39
PA,TX,coincident,1,-0.4171165309521721,39
UT,GA,coincident,1,-0.41709218434934764,39
NJ,MA,coincident,1,-0.4170053628818422,39
ND,TX,coincident,1,-0.4165955792276425,39
GA,KS,coincident,1,-0.4165639490156033,39
IL,RI,coincident,1,-0.4165626551733328,39
UT,NY,coincident,1,-0.41638421339959586,39
ME,NE,coincident,1,-0.4162349715699728,39
TX,MA,coincident,1,-0.4156545105348328,39
RI,NE,coincident,1,-0.41562563463075375,39
AL,PA,coincident,1,-0.4155819434252154,39
IN,NH,coincident,1,-0.415190984495011,39
MS,VA,coincident,1,-0.41493389802735686,39
RI,TX,coincident,1,-0.414889044777787,39
CO,DE,coincident,1,-0.41460765996152316,39
RI,MN,coincident,1,-0.41449758336116993,39
ME,MN,coincident,1,-0.4144492448057012,39
KS,OR,coincident,1,-0.41424001703597835,39
SC,NV,coincident,1,-0.41420248446431374,39
WI,UT,coincident,1,-0.4137103317563197,39
OH,MD,coincident,1,-0.41367918612000226,39
FL,OK,coincident,1,-0.41359493688157634,39
NM,NV,coincident,1,-0.4135416273636383,39
KS,IA,coincident,1,-0.41346326887328505,39
WA,MI,coincident,1,-0.4134152086728439,39
IA,UT,coincident,1,-0.4131648668691202,39
VT,MN,coincident,1,-0.4131581003467175,39
IN,CA,coincident,1,-0.41297836978314845,39
GA,OR,coincident,1,-0.41262471055715005,39
TX,NY,coincident,1,-0.4123543632204469,39
NH,MA,coincident,1,-0.41216781911473904,39
ME,SD,coincident,1,-0.4117748295734349,39
CA,IL,coincident,1,-0.4117476552702173,39
NH,IA,coincident,1,-0.41170338239606563,39
FL,NY,coincident,1,-0.4111505674219946,39
CO,KS,coincident,1,-0.4111495135375657,39
MI,CO,coincident,1,-0.4110892410571653,39
NM,FL,coincident,1,-0.4109748601442953,39
NC,DE,coincident,1,-0.41087364841565305,39
CA,TX,coincident,1,-0.4107760337553428,39
IL,NH,coincident,1,-0.4105801856145074,39
WA,AL,coincident,1,-0.41049242536495834,39
LA,OK,coincident,1,-0.41023825286013615,39
IN,OK,coincident,1,-0.41002991597552346,39
FL,IA,coincident,1,-0.4099537762480777,39
UT,MD,coincident,1,-0.4096685167419003,39
WI,NM,coincident,1,-0.40931228139768616,39
UT,NV,coincident,1,-0.409075220070312,39
IL,CA,coincident,1,-0.40900303538523747,39
LA,CO,coincident,1,-0.40883866682365383,39
VT,CO,coincident,1,-0.40876535332360037,39
SD,NM,coincident,1,-0.40852510052012236,39
VT,NE,coincident,1,-0.40818673335821376,39
UT,TX,coincident,1,-0.4081351762252681,39
AZ,NY,coincident,1,-0.40804813575949006,39
DE,NV,coincident,1,-0.40778269485498214,39
MS,OK,coincident,1,-0.407732876311464,39
MT,DE,coincident,1,-0.40772595346243845,39
OK,UT,coincident,1,-0.40757780917854564,39
IL,GA,coincident,1,-0.40726705836692795,39
OK,TX,coincident,1,-0.40698958541670055,39
SD,DE,coincident,1,-0.40688292492938005,39
KS,UT,coincident,1,-0.4068567853990057,39
FL,IL,coincident,1,-0.4062995656617449,39
IN,GA,coincident,1,-0.406263815182112,39
OH,OK,coincident,1,-0.40623868132793306,39
VT,SD,coincident,1,-0.4059439906868491,39
NY,NM,coincident,1,-0.40538767960518607,39
IL,MD,coincident,1,-0.40519330315687496,39
MS,MA,coincident,1,-0.40517803585969003,39
MA,UT,coincident,1,-0.4050997739848896,39
WV,MS,coincident,1,-0.4050265263463807,39
MD,KS,coincident,1,-0.405002466089617,39
KS,NM,coincident,1,-0.40459158022212244,39
SC,DE,coincident,1,-0.4042955922127264,39
SC,VA,coincident,1,-0.4039711315697825,39
SD,IA,coincident,1,-0.40381300016230953,39
WY,ME,coincident,1,-0.4037312830577355,39
MN,UT,coincident,1,-0.4033100185912869,39
WY,WV,coincident,1,-0.4031397237834253,39
LA,KS,coincident,1,-0.40311719910069127,39
TX,OR,coincident,1,-0.40304068700255075,39
TX,IL,coincident,1,-0.40291831593940197,39
VT,KS,coincident,1,-0.40281619101053207,39
MS,CO,coincident,1,-0.402308689308099,39
VT,NY,coincident,1,-0.4022142365779717,39
SC,NY,coincident,1,-0.4021982931943046,39
AZ,KS,coincident,1,-0.4020669749986744,39
NM,MN,coincident,1,-0.40199280787602465,39
WY,WI,coincident,1,-0.4019830942897969,39
MS,IA,coincident,1,-0.40198110174054,39
NM,GA,coincident,1,-0.40189954372774045,39
WA,WA,coincident,1,-0.4018811113160285,39
MI,VA,coincident,1,-0.40182062390403717,39
MO,NM,coincident,1,-0.40176460203369385,39
WY,VT,coincident,1,-0.40165442638027987,39
TN,IA,coincident,1,-0.4014815153354037,39
DE,GA,coincident,1,-0.40130531595295243,39
NH,OR,coincident,1,-0.4012304220566632,39
UT,VA,coincident,1,-0.4003969876055956,39
VA,DE,coincident,1,-0.3998439665767794,39
OH,VA,coincident,1,-0.39971034702082947,39
DE,CA,coincident,1,-0.3996968151436744,39
MS,MN,coincident,1,-0.39962861658589666,39
SD,UT,coincident,1,-0.3995943632560309,39
DE,NJ,coincident,1,-0.3994251307213568,39
NM,MA,coincident,1,-0.3994064064972326,39
IN,NV,coincident,1,-0.3993861536798463,39
AL,TN,coincident,1,-0.3991990199172905,39
MI,NH,coincident,1,-0.3989912607747096,39
GA,DE,coincident,1,-0.398971934942881,39
MN,NM,coincident,1,-0.3986439644600051,39
VT,OR,coincident,1,-0.39860614714219156,39
FL,TX,coincident,1,-0.39836964975013744,39
FL,MN,coincident,1,-0.39817223873046653,39
MA,NM,coincident,1,-0.3977249635549635,39
OH,NY,coincident,1,-0.3975944352995335,39
WY,PA,coincident,1,-0.3973481320613428,39
VT,TX,coincident,1,-0.39729882322776816,39
MD,LA,coincident,1,-0.3972603399047329,39
CA,NY,coincident,1,-0.3967672651220631,39
WY,SD,coincident,1,-0.3962612413164163,39
FL,CO,coincident,1,-0.3962420310122554,39
RI,DE,coincident,1,-0.3961467308625007,39
CA,CO,coincident,1,-0.3961252817623113,39
SC,NE,coincident,1,-0.39603978785511373,39
WA,AR,coincident,1,-0.39598583889549305,39
MS,NY,coincident,1,-0.39574538203332776,39
SC,OK,coincident,1,-0.39499586987322227,39
SC,IL,coincident,1,-0.3948771829054735,39
AZ,UT,coincident,1,-0.3945418872545156,39
VA,UT,coincident,1,-0.3944545932933161,39
MD,DE,coincident,1,-0.3943187365054836,39
VA,OR,coincident,1,-0.3941551367512998,39
AL,MT,coincident,1,-0.39408799307083026,39
FL,DE,coincident,1,-0.3937991866888194,39
MI,NY,coincident,1,-0.39374643846522406,39
WA,SC,coincident,1,-0.39330380617820276,39
NJ,UT,coincident,1,-0.3932040010306707,39
UT,NE,coincident,1,-0.3930284516971166,39
MI,IL,coincident,1,-0.3926754507662911,39
DE,KS,coincident,1,-0.3925485599726114,39
OH,SD,coincident,1,-0.39242845454159786,39
AZ,DE,coincident,1,-0.3923147064412951,39
MT,NM,coincident,1,-0.39183863628865184,39
NJ,NM,coincident,1,-0.3916923964824061,39
MI,DE,coincident,1,-0.39167395645434017,39
FL,KS,coincident,1,-0.39142555841629684,39
NM,OR,coincident,1,-0.3913690828001389,39
PA,DE,coincident,1,-0.391268541149375,39
CA,MN,coincident,1,-0.39068902992975535,39
MO,OR,coincident,1,-0.39045848667666844,39
NM,IL,coincident,1,-0.39045266708270615,39
IN,MD,coincident,1,-0.3904297570709794,39
OR,NM,coincident,1,-0.38980270671502504,39
WY,NH,coincident,1,-0.38978177584109786,39
FL,MA,coincident,1,-0.38966290882357524,39
MS,NE,coincident,1,-0.3896047661775194,39
IA,DE,coincident,1,-0.3891351384738015,39
MS,MD,coincident,1,-0.38913307943308956,39
ID,UT,coincident,1,-0.38898861766694987,39
OH,KS,coincident,1,-0.3889751615651518,39
SC,CO,coincident,1,-0.387715127827633,39
AL,RI,coincident,1,-0.3877051131789968,39
CA,MA,coincident,1,-0.3871720915509437,39
WA,KY,coincident,1,-0.38714270914594834,39
AL,ME,coincident,1,-0.3870245795781321,39
VT,MA,coincident,1,-0.38685514458379616,39
AL,MO,coincident,1,-0.38677152310870927,39
CO,NM,coincident,1,-0.386673182827581,39
OH,IL,coincident,1,-0.38660188828938713,39
UT,KS,coincident,1,-0.386593280612314,39
LA,TX,coincident,1,-0.3860925714243138,39
MO,UT,coincident,1,-0.3854606550513197,39
WV,AR,coincident,1,-0.38541752002888785,39
AL,FL,coincident,1,-0.38527647690620015,39
ME,DE,coincident,1,-0.3852137167918151,39
SC,IA,coincident,1,-0.3851497977427894,39
WA,MS,coincident,1,-0.3845731956314646,39
UT,DE,coincident,1,-0.38413375555868906,39
AZ,OR,coincident,1,-0.38388255870607707,39
ME,UT,coincident,1,-0.38379099209125866,39
IL,NV,coincident,1,-0.3831890680595059,39
RI,UT,coincident,1,-0.3831073117496666,39
SC,SD,coincident,1,-0.3829722442602164,39
CA,UT,coincident,1,-0.38258861868087196,39
SC,TX,coincident,1,-0.3822132404083289,39
RI,OR,coincident,1,-0.3820086567181601,39
WA,ID,coincident,1,-0.3820067086796741,39
OH,NE,coincident,1,-0.381830340418745,39
UT,IL,coincident,1,-0.3815493025906458,39
UT,MN,coincident,1,-0.38149593473105103,39
MD,NM,coincident,1,-0.38149149916230846,39
IN,NY,coincident,1,-0.38095026676077876,39
TN,OR,coincident,1,-0.3806365713807817,39
OH,MN,coincident,1,-0.380527563099588,39
MS,IL,coincident,1,-0.3800501353155407,39
OH,IA,coincident,1,-0.3794128625817602,39
NH,UT,coincident,1,-0.37932804427684935,39
DE,OK,coincident,1,-0.3792533689457784,39
TX,KS,coincident,1,-0.3792265601542449,39
RI,IA,coincident,1,-0.3790365743419569,39
IA,LA,coincident,1,-0.3787920704093793,39
OH,MA,coincident,1,-0.37871338109241187,39
AL,NJ,coincident,1,-0.3786652936333112,39
IL,SD,coincident,1,-0.37833880522305596,39
IN,DE,coincident,1,-0.3783350545637256,39
DE,SD,coincident,1,-0.3782068080125249,39
OK,DE,coincident,1,-0.3781368668023425,39
NH,NM,coincident,1,-0.3780751609752021,39
TX,CO,coincident,1,-0.37790584193109106,39
SC,KS,coincident,1,-0.377714498095214,39
WY,MO,coincident,1,-0.3776284663096684,39
TN,NM,coincident,1,-0.3773917137045595,39
SC,MN,coincident,1,-0.37727326343788614,39
WV,WV,coincident,1,-0.377133518026023,39
MI,TX,coincident,1,-0.37695381695464514,39
MS,UT,coincident,1,-0.3767911761789761,39
AL,KS,coincident,1,-0.3766837845453886,39
IN,SD,coincident,1,-0.37668056827528756,39
FL,UT,coincident,1,-0.37667631886444325,39
WY,AZ,coincident,1,-0.3766512692702591,39
MI,KS,coincident,1,-0.3765970970828504,39
UT,MA,coincident,1,-0.3765637225678395,39
MI,SD,coincident,1,-0.37603186284681617,39
IN,VA,coincident,1,-0.3759526653756412,39
OH,CO,coincident,1,-0.3758734466287457,39
SC,MA,coincident,1,-0.3758200742502193,39
VT,DE,coincident,1,-0.3751573062159135,39
NC,NM,coincident,1,-0.37511236204452186,39
IL,NE,coincident,1,-0.374854377030185,39
IN,KS,coincident,1,-0.3743243662807895,39
AL,NH,coincident,1,-0.3737398344168553,39
WY,KS,coincident,1,-0.37355942707152573,39
IL,OK,coincident,1,-0.37335052504431,39
IL,VA,coincident,1,-0.3732206909536936,39
AR,NM,coincident,1,-0.37312217136597564,39
CA,OR,coincident,1,-0.37294641449308125,39
GA,NM,coincident,1,-0.37268211683900687,39
TX,TX,coincident,1,-0.37238261175473986,39
RI,NM,coincident,1,-0.3720946262932454,39
DE,NE,coincident,1,-0.37193165415626317,39
TX,OK,coincident,1,-0.37113624860146277,39
ME,LA,coincident,1,-0.3711041642803232,39
MS,TX,coincident,1,-0.3709534748402458,39
